Player Stats, Player Photo, Player Name, Club, Club Stats, Club Badge, Position, Country, Country Flag
https://www.premierleague.com/en/players/232980/max-aarons/overview,https://resources.premierleague.com/premierleague25/photos/players/40x40/232980.png,Max Aarons,Bournemouth,https://www.premierleague.com/en/clubs/91/bournemouth/overview,https://resources.premierleague.com/premierleague25/badges-alt/91.svg,Defender,England,https://resources.premierleague.com/premierleague25/flags/gb-eng.svg
https://www.premierleague.com/en/players/519327/george-abbott/overview,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,George Abbott,Tottenham Hotspur,https://www.premierleague.com/en/clubs/6/tottenham-hotspur/overview,https://resources.premierleague.com/premierleague25/badges-alt/6.svg,Midfielder,England,https://resources.premierleague.com/premierleague25/flags/gb-eng.svg
https://www.premierleague.com/en/players/549067/zach-abbott/overview,https://resources.premierleague.com/premierleague25/photos/players/40x40/549067.png,Zach Abbott,Nottingham Forest,https://www.premierleague.com/en/clubs/17/nottingham-forest/overview,https://resources.premierleague.com/premierleague25/badges-alt/17.svg,Defender,England,https://resources.premierleague.com/premierleague25/flags/gb-eng.svg
https://www.premierleague.com/en/players/577016/josh-acheampong/overview,https://resources.premierleague.com/premierleague25/photos/players/40x40/577016.png,Josh Acheampong,Chelsea,https://www.premierleague.com/en/clubs/8/chelsea/overview,https://resources.premierleague.com/premierleague25/badges-alt/8.svg,Defender,England,https://resources.premierleague.com/premierleague25/flags/gb-eng.svg
https://www.premierleague.com/en/players/200439/che-adams/overview,https://resources.premierleague.com/premierleague25/photos/players/40x40/200439.png,Ché Adams,Southampton,https://www.premierleague.com/en/clubs/20/southampton/overview,https://resources.premierleague.com/premierleague25/badges-alt/20.svg,Forward,Scotland,https://resources.premierleague.com/premierleague25/flags/gb-sct.svg
https://www.premierleague.com/en/players/200785/tyler-adams/overview,https://resources.premierleague.com/premierleague25/photos/players/40x40/200785.png,Tyler Adams,Bournemouth,https://www.premierleague.com/en/clubs/91/bournemouth/overview,https://resources.premierleague.com/premierleague25/badges-alt/91.svg,Midfielder,United States,https://resources.premierleague.com/premierleague25/flags/us.svg
https://www.premierleague.com/en/players/109646/tosin-adarabioyo/overview,https://resources.premierleague.com/premierleague25/photos/players/40x40/109646.png,Tosin Adarabioyo,Chelsea,https://www.premierleague.com/en/clubs/8/chelsea/overview,https://resources.premierleague.com/premierleague25/badges-alt/8.svg,Defender,England,https://resources.premierleague.com/premierleague25/flags/gb-eng.svg
https://www.premierleague.com/en/players/501468/tayo-adaramola/overview,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Tayo Adaramola,Crystal Palace,https://www.premierleague.com/en/clubs/31/crystal-palace/overview,https://resources.premierleague.com/premierleague25/badges-alt/31.svg,Defender,Ireland,https://resources.premierleague.com/premierleague25/flags/ie.svg
https://www.premierleague.com/en/players/516432/valintino-adedokun/overview,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Valintino Adedokun,Brentford,https://www.premierleague.com/en/clubs/94/brentford/overview,https://resources.premierleague.com/premierleague25/badges-alt/94.svg,Defender,Ireland,https://resources.premierleague.com/premierleague25/flags/ie.svg
https://www.premierleague.com/en/players/535818/simon-adingra/overview,https://resources.premierleague.com/premierleague25/photos/players/40x40/535818.png,Simon Adingra,Brighton and Hove Albion,https://www.premierleague.com/en/clubs/36/brighton-and-hove-albion/overview,https://resources.premierleague.com/premierleague25/badges-alt/36.svg,Forward,Cote d’Ivoire,https://resources.premierleague.com/premierleague25/flags/ci.svg
